Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp126 (low confidence),17,2050,0.129,25,0.0392,4738,3333,1068,3670,15725525,5378554,10346970,432543858,6346,1361,92.03,1629680,13564542,4303238,30586471,1102,706814,1107935,11,0,16,477802806,22365256,1970,2826,1414,2165,785,806,380,409,189,139
National,ssp126 (low confidence),17,2050,0.129,50,0.0198,5198,3668,1166,4032,18662099,6320666,12341433,460821777,7031,1510,100.21,1900616,15143815,4690033,34128817,1217,767414,1178783,11,0,17,511273192,26020162,2119,2962,1538,2415,863,959,429,508,249,188
National,ssp126 (low confidence),17,2050,0.129,100,0.01,5655,4063,1250,4405,22043831,7368788,14675043,490643612,7734,1661,109.13,2215651,16726580,5102743,35736870,1288,831486,1250123,13,0,17,544357185,30193711,2208,3122,1672,2642,974,1179,491,502,310,289
National,ssp126 (low confidence),17,2050,0.129,250,0.004,6565,4687,1469,5096,27388967,8894906,18494062,538505140,8821,1898,122.37,2737681,19474216,5684007,39131327,1414,922544,1365209,16,0,17,598475891,36733199,2548,3379,1831,2922,1195,1469,580,603,411,449
National,ssp126 (low confidence),17,2060,0.163,1,0.6321,436,184,98,338,136715,44945,91770,55872524,345,75,9.03,61018,725184,432927,4114705,200,20239,120293,2,0,2,60832707,650899,334,289,102,56,0,0,0,0,0,0
National,ssp126 (low confidence),17,2060,0.163,5,0.1813,3862,2536,895,2967,10264925,3409869,6855056,369048929,5149,1101,74.27,1147675,10086490,3555552,26273695,934,579557,955457,9,0,14,406364571,15547709,1723,2712,1162,1459,597,706,322,253,58,19
National,ssp126 (low confidence),17,2060,0.163,10,0.0952,4245,2874,972,3273,12953477,4403560,8549917,395141137,5770,1234,82.44,1376274,11684339,4002932,28701914,1031,646273,1024337,11,0,15,436551727,18978955,1797,2762,1295,1860,675,742,353,353,125,52
National,ssp126 (low confidence),17,2060,0.163,25,0.0392,4845,3333,1087,3758,16790460,5743746,11046714,440183887,6466,1387,93.6,1714110,13874541,4550695,31201754,1115,729059,1121219,11,0,17,486381401,23784323,1969,2727,1450,2253,826,890,392,443,208,153
National,ssp126 (low confidence),17,2060,0.163,50,0.0198,5279,3668,1178,4101,19894027,6748062,13145965,465258918,7145,1534,101.56,1993356,15343211,4962146,34745723,1231,789959,1192559,11,0,17,516540411,27639489,2072,2891,1589,2499,897,1027,460,517,261,211
National,ssp126 (low confidence),17,2060,0.163,100,0.01,5751,4063,1271,4480,23445172,7845866,15599306,497167761,7862,1688,110.64,2318103,17046848,5395412,36771135,1308,854285,1264841,13,0,17,552250584,32012972,2156,3092,1713,2652,1034,1264,510,530,338,323
National,ssp126 (low confidence),17,2060,0.163,250,0.004,6666,4687,1489,5177,29026632,9440289,19586343,545614923,8972,1931,124.23,2856714,19907719,5996395,39527549,1424,945972,1379477,16,0,17,606429668,38825712,2534,3359,1819,2900,1267,1609,610,626,436,477
National,ssp126 (low confidence),17,2070,0.209,1,0.6321,442,226,98,344,184103,60204,123900,55970991,349,76,9.24,68968,740777,486623,4122448,201,24775,123737,2,0,2,60957953,764470,311,276,131,73,0,0,0,0,0,0
National,ssp126 (low confidence),17,2070,0.209,5,0.1813,3918,2831,909,3009,11276321,3766434,7509887,372949670,5226,1117,75.37,1233923,10326051,3828722,26877316,952,609635,962837,9,0,14,411115874,16948600,1641,2551,1233,1598,625,757,337,296,82,24
National,ssp126 (low confidence),17,2070,0.209,10,0.0952,4314,3216,993,3321,14154770,4832939,9321831,400091055,5825,1246,83.63,1474114,12004576,4305536,28844536,1037,676482,1037087,11,0,15,441977255,20610902,1724,2551,1351,2014,717,803,363,359,159,98
National,ssp126 (low confidence),17,2070,0.209,25,0.0392,4916,3676,1108,3808,18279363,6256343,12023020,445978231,6583,1412,94.67,1828695,14132981,4884053,31641591,1126,759159,1131551,11,0,17,492884353,25751269,1885,2591,1499,2418,878,918,418,494,236,163
National,ssp126 (low confidence),17,2070,0.209,50,0.0198,5346,4044,1193,4153,21611153,7342884,14268269,474073724,7255,1557,102.98,2119891,15708065,5330487,35071905,1240,820501,1203875,11,0,17,526057570,29882032,1987,2783,1615,2557,965,1125,477,546,302,244
National,ssp126 (low confidence),17,2070,0.209,100,0.01,5830,4473,1287,4543,25392222,8510634,16881589,501394626,7968,1711,111.89,2457433,17376474,5788602,37181280,1324,885233,1277633,13,0,17,557230013,34523491,2087,2913,1724,2780,1105,1346,536,572,378,357
National,ssp126 (low confidence),17,2070,0.209,250,0.004,6762,5148,1511,5251,31307573,10200209,21107363,552008738,9060,1950,125.85,3018338,20200627,6414802,39645387,1426,978034,1394974,16,0,17,613249726,41718747,2454,3182,1842,2956,1330,1757,651,661,485,504
National,ssp126 (low confidence),17,2080,0.239,1,0.6321,494,226,104,390,219968,72040,147929,62239454,424,92,10.27,74812,860481,519243,4350901,209,28462,152765,2,0,2,67603601,842485,341,347,153,77,0,0,0,0,0,0
National,ssp126 (low confidence),17,2080,0.239,5,0.1813,4195,2831,957,3238,12030796,4035400,7995397,396288294,5666,1212,81.06,1298144,11596435,4035090,28841245,1018,629341,1012529,11,0,15,437738503,17993371,1838,2835,1258,1717,655,749,345,329,99,37
National,ssp126 (low confidence),17,2080,0.239,10,0.0952,4637,3216,1055,3582,15040619,5142977,9897642,427913684,6208,1330,90.15,1548141,13452242,4525431,31188827,1091,696151,1093667,11,0,15,473648420,21810342,1954,2780,1383,2122,762,829,360,351,178,126
National,ssp126 (low confidence),17,2080,0.239,25,0.0392,5238,3676,1173,4065,19379370,6640284,12739086,467806620,7113,1526,101.14,1913017,15516102,5128267,35265878,1216,778950,1197232,11,0,17,519785832,27199603,2112,2962,1533,2469,900,997,439,504,254,181
National,ssp126 (low confidence),17,2080,0.239,50,0.0198,5687,4044,1260,4427,22866150,7775268,15090882,501640649,7786,1672,109.15,2212677,17056195,5587866,37441146,1302,840673,1263118,12,0,17,557401108,31507366,2215,3165,1635,2564,1017,1222,491,568,329,267
National,ssp126 (low confidence),17,2080,0.239,100,0.01,6279,4473,1404,4875,26799094,8995946,17803148,535477430,8410,1808,119.03,2560836,19200323,6061206,39600102,1391,905850,1339378,14,0,17,595617233,36326985,2420,3210,1744,2767,1155,1473,565,572,395,389
National,ssp126 (low confidence),17,2080,0.239,250,0.004,7238,5148,1612,5626,32970162,10754927,22215235,592286172,9564,2060,133.33,3136212,22040363,6696289,41596180,1493,1000068,1452538,18,0,22,657375253,43802730,2804,3547,1869,2962,1368,1836,687,688,510,532
National,ssp126 (low confidence),17,2090,0.272,1,0.6321,503,226,105,398,259420,85059,174361,63795530,434,94,10.42,81127,891866,554499,4352134,210,32504,157193,2,0,2,69196723,927551,335,352,168,82,0,0,0,0,0,0
National,ssp126 (low confidence),17,2090,0.272,5,0.1813,4244,2831,973,3271,12860720,4331262,8529458,399621184,5694,1218,81.88,1367742,11775059,4259855,29174551,1028,651003,1023845,11,0,15,441594639,19139320,1779,2651,1309,1862,690,782,339,347,127,51
National,ssp126 (low confidence),17,2090,0.272,10,0.0952,4680,3216,1063,3617,16015054,5484020,10531034,430303178,6272,1344,91.21,1628265,13706900,4763991,31496445,1101,717759,1098587,11,0,15,476605110,23125069,1894,2662,1406,2240,799,828,383,399,198,144
National,ssp126 (low confidence),17,2090,0.272,25,0.0392,5287,3676,1189,4098,20589377,7062619,13526758,470494949,7201,1545,102.2,2004653,15758484,5390555,35427543,1225,800692,1205596,11,0,17,522886572,28785277,2044,2911,1560,2502,932,1041,475,544,276,203
National,ssp126 (low confidence),17,2090,0.272,50,0.0198,5752,4044,1276,4476,24246647,8250890,15995757,507857736,7841,1684,110.51,2313643,17422014,5867651,37609817,1310,862834,1270990,13,0,17,564160557,33290775,2165,3025,1650,2673,1070,1278,519,579,348,286
National,ssp126 (low confidence),17,2090,0.272,100,0.01,6337,4473,1416,4921,28346652,9529789,18816863,537728147,8478,1822,120.27,2672920,19569794,6358141,40049983,1400,928504,1349710,14,0,17,598697634,38306217,2381,3031,1728,2876,1220,1568,590,593,418,409
National,ssp126 (low confidence),17,2090,0.272,250,0.004,7316,5148,1636,5680,34799009,11365116,23433894,594296860,9720,2093,134.59,3264263,22323387,7002185,41781911,1499,1024280,1457458,18,0,22,659859616,46089738,2729,3587,1927,2929,1391,1931,725,722,544,549
National,ssp126 (low confidence),17,2100,0.292,1,0.6321,505,226,105,400,283330,92950,190380,63900328,438,95,10.46,84933,893466,575898,4363134,215,34953,158177,2,0,2,69315105,979114,323,343,182,95,0,0,0,0,0,0
National,ssp126 (low confidence),17,2100,0.292,5,0.1813,4254,2831,977,3277,13363703,4510573,8853131,400070439,5709,1221,82.06,1409797,11804346,4395537,29174799,1029,664129,1024829,11,0,15,442074413,19833166,1730,2572,1335,1923,696,810,356,339,137,65
National,ssp126 (low confidence),17,2100,0.292,10,0.0952,4689,3216,1063,3626,16605620,5690712,10914908,430662603,6281,1346,91.47,1676677,13768958,4908495,31596920,1105,730853,1102523,11,0,15,477131003,23921646,1831,2545,1447,2329,809,837,389,422,213,148
National,ssp126 (low confidence),17,2100,0.292,25,0.0392,5296,3676,1189,4107,21322715,7318580,14004135,471994724,7229,1551,102.43,2059931,15779474,5550304,35698637,1229,813867,1207564,11,0,17,524680399,29746816,1971,2834,1595,2549,958,1071,477,557,295,218
National,ssp126 (low confidence),17,2100,0.292,50,0.0198,5773,4044,1279,4494,25083311,8539146,16544165,508554497,7873,1691,110.83,2374657,17473787,6037010,37626538,1312,876264,1275910,13,0,17,564930732,34371242,2116,2907,1667,2739,1093,1313,532,613,365,301
National,ssp126 (low confidence),17,2100,0.292,100,0.01,6351,4473,1418,4933,29284566,9853330,19431236,538754055,8496,1826,120.54,2740616,19627273,6537555,40071065,1403,942230,1351186,14,0,17,599803579,39504968,2304,2967,1763,2886,1239,1605,610,611,435,427
National,ssp126 (low confidence),17,2100,0.292,250,0.004,7339,5148,1638,5701,35907402,11734927,24172475,595292986,9752,2100,134.9,3341686,22376960,7187592,41852974,1501,1038952,1460410,18,0,22,660983331,47475632,2664,3513,1947,2902,1423,2005,750,760,555,572
National,ssp126 (low confidence),17,2110,0.322,1,0.6321,562,305,119,443,326052,106200,219852,68628007,485,105,11.6,91027,981034,606834,4699091,229,39323,188681,2,0,5,74496813,1063235,370,370,192,115,0,0,0,0,0,0
National,ssp126 (low confidence),17,2110,0.322,5,0.1813,4514,3207,1025,3489,14196222,4805102,9391120,420037950,6085,1302,87.71,1479013,13117265,4604595,30855477,1074,683887,1077923,11,0,15,465088615,20963717,1907,2817,1364,2016,723,810,351,358,169,84
National,ssp126 (low confidence),17,2110,0.322,10,0.0952,4972,3564,1127,3845,17608627,6036456,11572171,455136521,6711,1438,96.71,1755048,14786779,5127954,33135817,1142,750311,1158856,11,0,17,504217973,25241941,2007,2811,1484,2394,842,901,412,452,227,152
National,ssp126 (low confidence),17,2110,0.322,25,0.0392,5613,4050,1253,4360,22547502,7743930,14803572,499532315,7636,1639,108.02,2149019,17152406,5794957,37113194,1280,833942,1248358,11,0,17,555046273,31325420,2183,3081,1609,2564,1010,1173,494,575,317,242
National,ssp126 (low confidence),17,2110,0.322,50,0.0198,6089,4463,1347,4742,26466072,9019341,17446731,533432008,8239,1769,117.47,2472911,19142435,6296536,39513835,1366,896905,1323634,14,0,17,593411912,36132424,2310,3096,1689,2746,1141,1451,563,600,386,346
National,ssp126 (low confidence),17,2110,0.322,100,0.01,6702,4909,1494,5208,30839659,10386523,20453136,565203012,8993,1933,127.49,2850834,21278967,6806918,41877416,1461,963427,1403830,17,0,18,629763225,41460839,2533,3326,1783,2875,1271,1687,659,648,456,457
National,ssp126 (low confidence),17,2110,0.322,250,0.004,7768,5656,1738,6030,37743711,12348574,25395138,620091602,10266,2211,141.66,3464515,24030721,7460097,43336431,1552,1061508,1500754,18,0,22,688959508,49729831,2958,3833,1976,2911,1464,2134,786,793,584,594
National,ssp126 (low confidence),17,2120,0.351,1,0.6321,588,305,123,465,369760,119505,250254,70500490,514,111,12.26,97379,1045580,636760,4790666,232,43805,199013,2,0,5,76535748,1147704,382,390,206,124,0,0,0,0,0,0
National,ssp126 (low confidence),17,2120,0.351,5,0.1813,4616,3207,1039,3577,15028423,5098801,9929623,427203008,6201,1327,89.92,1549581,13614545,4811544,31389076,1091,703032,1096864,11,0,15,473303493,22092580,1926,2711,1381,2198,764,832,361,341,184,120
National,ssp126 (low confidence),17,2120,0.351,10,0.0952,5103,3564,1155,3948,18619383,6383226,12236157,463347612,6860,1471,98.69,1834317,15213872,5346477,34374868,1171,769080,1179028,11,0,17,514115380,26569257,2051,2786,1492,2503,883,926,434,488,243,157
National,ssp126 (low confidence),17,2120,0.351,25,0.0392,5740,4050,1281,4459,23775326,8169658,15605668,507471576,7829,1681,110.48,2239271,17745231,6037603,38209454,1302,853481,1271482,12,0,17,564697743,32905680,2214,3110,1620,2627,1052,1230,522,604,332,257
National,ssp126 (low confidence),17,2120,0.351,50,0.0198,6223,4463,1379,4844,27847652,9500337,18347315,540640245,8438,1812,120.03,2572399,19748084,6553572,40744996,1399,917057,1345282,14,0,17,602478607,37890679,2341,3164,1714,2744,1169,1532,590,623,409,374
National,ssp126 (low confidence),17,2120,0.351,100,0.01,6838,4909,1521,5317,32395018,10918774,21476244,578803031,9204,1979,130.14,2962124,21845126,7071359,42693150,1478,984150,1418590,18,0,18,644759898,43412652,2554,3365,1806,2889,1314,1773,683,678,481,498
National,ssp126 (low confidence),17,2120,0.351,250,0.004,7928,5656,1785,6143,39579876,12962479,26617397,631664385,10512,2264,144.28,3587631,24606158,7724622,43889162,1584,1083531,1523386,20,0,23,701683091,51975660,2974,3958,1996,2879,1535,2216,798,833,625,626
National,ssp126 (low confidence),17,2130,0.376,1,0.6321,595,305,124,471,407439,130976,276463,70957744,523,113,12.36,102747,1049748,662815,4903569,234,47664,205409,2,0,5,77116470,1220664,376,391,219,133,0,0,0,0,0,0
National,ssp126 (low confidence),17,2130,0.376,5,0.1813,4654,3207,1051,3603,15745838,5351989,10393849,429113735,6247,1337,90.41,1609990,13697429,4989823,31679585,1099,719529,1101292,11,0,15,475592041,23065181,1889,2670,1407,2233,786,840,374,379,198,125
National,ssp126 (low confidence),17,2130,0.376,10,0.0952,5134,3564,1162,3972,19490724,6682166,12808559,464974611,6905,1481,99.16,1902397,15347922,5534480,34780708,1187,785252,1183948,11,0,17,516287189,27712853,1988,2693,1530,2588,910,955,447,493,259,175
National,ssp126 (low confidence),17,2130,0.376,25,0.0392,5767,4050,1284,4483,24833794,8536665,16297130,509059655,7877,1691,111.24,2316765,17986668,6245616,38377292,1309,870316,1276402,12,0,17,566700017,34266491,2147,2998,1636,2631,1096,1348,534,623,354,276
National,ssp126 (low confidence),17,2130,0.376,50,0.0198,6256,4463,1385,4871,29038669,9914989,19123680,544759776,8469,1819,120.73,2657783,19917015,6774157,41090767,1406,934420,1352170,14,0,17,607119727,39405030,2281,3065,1737,2768,1195,1613,612,641,431,384
National,ssp126 (low confidence),17,2130,0.376,100,0.01,6872,4909,1528,5344,33735845,11377611,22358234,583767598,9251,1989,130.72,3057604,22014766,7298558,42932350,1486,1002008,1424986,18,0,20,650139700,45094015,2480,3296,1831,2845,1345,1850,710,744,506,515
National,ssp126 (low confidence),17,2130,0.376,250,0.004,7961,5656,1792,6169,41162777,13491708,27671068,633453255,10596,2282,144.86,3693387,24731792,7952912,44262516,1594,1102507,1528798,20,0,23,703976362,53911581,2902,3848,2002,2916,1583,2291,825,886,649,656
National,ssp126 (low confidence),17,2140,0.401,1,0.6321,600,371,125,475,445566,142558,303008,71590937,528,114,12.39,108144,1058606,688586,4903569,234,51558,208361,2,0,6,77761473,1293853,368,395,232,133,0,0,0,0,0,0
National,ssp126 (low confidence),17,2140,0.401,5,0.1813,4680,3544,1057,3623,16468648,5606635,10862013,430250337,6273,1343,90.82,1670472,13769846,5167116,31679833,1100,736007,1104736,11,0,15,476804752,24042243,1829,2526,1434,2340,814,866,397,406,206,135
National,ssp126 (low confidence),17,2140,0.401,10,0.0952,5155,3918,1168,3987,20367268,6983020,13384248,465972195,6923,1485,99.51,1970356,15402625,5721571,34878045,1191,801438,1185916,11,0,17,517438781,28860633,1922,2576,1541,2624,957,1004,453,531,282,189
National,ssp126 (low confidence),17,2140,0.401,25,0.0392,5785,4438,1289,4496,25898482,8905977,16992505,509783935,7881,1692,111.52,2394154,18069037,6453206,38469309,1311,887167,1277878,12,0,17,567600159,35633008,2086,2875,1652,2660,1116,1401,560,650,371,295
National,ssp126 (low confidence),17,2140,0.401,50,0.0198,6274,4888,1389,4885,30236498,10331983,19904515,545793730,8522,1830,121.19,2743281,20034254,6993768,41146966,1411,951795,1355122,14,0,17,608330072,40925341,2210,2977,1738,2796,1236,1689,640,635,450,425
National,ssp126 (low confidence),17,2140,0.401,100,0.01,6895,5355,1535,5360,35085176,11839134,23246041,586948679,9280,1995,131.07,3152999,22066842,7524897,42969178,1490,1019880,1426954,18,0,20,653411653,46782952,2391,3225,1857,2835,1380,1895,739,776,528,550
National,ssp126 (low confidence),17,2140,0.401,250,0.004,7986,6179,1799,6187,42754182,14023598,28730584,634205887,10610,2285,145.47,3799105,24850338,8179880,44367713,1596,1121475,1531750,20,0,23,704955688,55854642,2811,3670,2022,2908,1632,2440,844,909,677,684
National,ssp126 (low confidence),17,2150,0.425,1,0.6321,705,371,144,561,492478,156256,336222,79649783,628,135,13.99,114301,1177141,715829,5323484,248,56179,243785,2,0,7,86394194,1378786,457,482,248,147,0,0,0,0,0,0
National,ssp126 (low confidence),17,2150,0.425,5,0.1813,4975,3544,1129,3846,17286863,5884710,11402152,454732436,6666,1429,96.48,1734893,14849973,5340381,33162703,1141,751487,1161316,11,0,16,503906428,25113623,2037,2770,1464,2422,842,891,408,434,224,148
National,ssp126 (low confidence),17,2150,0.425,10,0.0952,5496,3918,1235,4261,21328609,7315941,14012667,491330061,7379,1583,105.74,2041606,16979784,5914412,37572964,1258,817412,1235074,11,0,17,547117883,30102039,2165,2924,1572,2636,990,1052,476,569,293,198
National,ssp126 (low confidence),17,2150,0.425,25,0.0392,6132,4438,1356,4776,27063873,9313636,17750237,541904304,8291,1779,118.54,2477348,19736574,6662544,40845341,1377,903784,1331506,14,0,17,603817725,37107548,2352,3187,1667,2639,1140,1488,585,668,388,309
National,ssp126 (low confidence),17,2150,0.425,50,0.0198,6667,4888,1481,5186,31543366,10786277,20757089,572677356,9034,1941,128.06,2834652,21676051,7210636,43064243,1470,968818,1399894,17,0,18,638817544,42557471,2514,3430,1748,2728,1273,1756,665,667,467,453
National,ssp126 (low confidence),17,2150,0.425,100,0.01,7257,5355,1612,5645,36576484,12344106,24232378,609471568,9814,2109,138.26,3252734,23739126,7741995,44218325,1545,1037462,1485502,18,0,21,678914521,48608675,2641,3627,1890,2795,1422,2038,750,785,554,568
National,ssp126 (low confidence),17,2150,0.425,250,0.004,8383,6179,1914,6469,44477897,14595516,29882380,654741883,11222,2417,153.18,3907974,26464017,8390743,45601917,1666,1139611,1588822,20,0,23,728396638,57916224,3075,4134,2075,2858,1651,2550,877,963,705,718
National,ssp126 (low confidence),50,2020,0.054,1,0.6321,365,121,84,281,45018,15046,29971,47579939,238,52,7.75,43076,610012,305298,3658270,167,11039,93233,1,0,1,51941454,404430,349,229,16,9,0,0,0,0,0,0
National,ssp126 (low confidence),50,2020,0.054,5,0.1813,3510,2238,820,2690,8142608,2669632,5472975,344544688,4694,1002,66.27,956394,8478035,2962036,21908345,818,509085,899658,7,0,14,375830726,12570123,1696,2815,1005,1109,497,572,304,192,8,6
National,ssp126 (low confidence),50,2020,0.054,10,0.0952,3875,2558,901,2974,10371025,3477374,6893651,370110750,5173,1106,74.38,1158983,9913525,3342581,24397787,925,574887,953531,8,0,14,405375594,15447476,1747,2715,1150,1473,596,693,325,269,57,24
National,ssp126 (low confidence),50,2020,0.054,25,0.0392,4375,2981,1004,3371,13598650,4630725,8967925,404613589,5888,1261,85.06,1457732,12062329,3811485,28242840,1038,657562,1049921,11,0,15,445968680,19525429,1849,2762,1335,1945,699,720,344,372,148,88
