Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp126 (low confidence),5,2040,0.046,25,0.0392,4367,2981,1001,3366,13386729,4554839,8831890,402570478,5879,1259,84.79,1440178,12024849,3762456,28242840,1038,652294,1047953,11,0,15,443886120,19241657,1877,2776,1315,1937,688,710,347,377,140,80
National,ssp126 (low confidence),5,2040,0.046,50,0.0198,4814,3322,1086,3728,15938744,5385555,10553189,431253767,6506,1396,92.7,1693021,13407870,4092943,30150741,1116,712272,1113839,11,0,17,475926216,22436980,2000,2910,1440,2194,796,823,387,443,191,136
National,ssp126 (low confidence),5,2040,0.046,100,0.01,5276,3698,1175,4101,18916536,6298627,12617909,459078023,7101,1526,101.26,1985386,15002916,4445570,33588661,1232,775708,1184195,11,0,17,508853794,26123201,2115,2994,1598,2425,870,977,435,475,258,231
National,ssp126 (low confidence),5,2040,0.046,250,0.004,6078,4258,1361,4717,23701116,7664586,16036530,503205350,8066,1735,114.53,2468453,17598099,4961156,35968039,1330,866302,1301291,15,0,17,558072779,31997026,2365,3083,1798,2770,1053,1317,522,527,340,369
National,ssp126 (low confidence),5,2050,0.089,1,0.6321,369,121,84,285,67333,22627,44706,48043754,238,52,7.88,48456,621460,344561,3709721,171,13572,95693,1,0,1,52470628,473921,328,224,41,14,0,0,0,0,0,0
National,ssp126 (low confidence),5,2050,0.089,5,0.1813,3533,2238,824,2709,8740351,2875451,5864900,345969135,4731,1010,66.79,1013057,8581295,3134728,21944641,822,531359,903347,7,0,14,377398418,13419495,1624,2698,1041,1207,539,600,308,221,21,6
National,ssp126 (low confidence),5,2050,0.089,10,0.0952,3897,2558,902,2995,11123912,3746305,7377607,372038920,5219,1116,74.82,1223916,9981888,3531392,24516146,929,597661,956483,8,0,14,407493437,16476881,1665,2619,1208,1551,616,724,328,301,80,24
National,ssp126 (low confidence),5,2050,0.089,25,0.0392,4406,2981,1011,3395,14525805,4962724,9563081,405926895,5933,1271,85.61,1534326,12150443,4026674,28430913,1043,680606,1052381,11,0,15,447560632,20767410,1753,2627,1385,2059,743,735,357,400,168,112
National,ssp126 (low confidence),5,2050,0.089,50,0.0198,4865,3322,1094,3771,17270624,5839895,11430728,433874588,6569,1409,93.36,1795753,13540713,4385240,30635518,1123,740878,1121219,11,0,17,479172038,24192496,1916,2769,1493,2263,833,896,401,463,222,178
National,ssp126 (low confidence),5,2050,0.089,100,0.01,5324,3698,1187,4137,20455007,6826763,13628243,460824337,7157,1538,102.12,2099697,15153135,4773968,33843142,1237,804649,1194035,11,0,17,511014650,28133321,2029,2809,1628,2493,919,1099,462,506,286,250
National,ssp126 (low confidence),5,2050,0.089,250,0.004,6145,4258,1368,4777,25525447,8273864,17251583,506576769,8135,1750,115.46,2603029,17829640,5325366,36522739,1340,895185,1308179,15,0,17,562237326,34349026,2275,2881,1814,2922,1130,1376,549,549,377,407
National,ssp126 (low confidence),5,2060,0.12,1,0.6321,412,184,92,320,94146,31338,62808,51582202,325,71,8.7,53540,689098,380916,4039795,191,16228,110945,1,0,2,56422040,544829,340,283,72,42,0,0,0,0,0,0
National,ssp126 (low confidence),5,2060,0.12,5,0.1813,3738,2536,875,2863,9352566,3089258,6263308,360443806,4954,1058,71.54,1067176,9509433,3302217,24528915,890,551427,932867,8,0,14,395415022,14273387,1735,2762,1087,1318,563,620,326,239,27,15
National,ssp126 (low confidence),5,2060,0.12,10,0.0952,4122,2874,952,3170,11866230,4012646,7853584,386627001,5619,1202,79.71,1285458,11088848,3720349,27767168,1002,617966,998261,11,0,14,426481278,17490003,1797,2805,1258,1722,633,733,340,331,94,28
National,ssp126 (low confidence),5,2060,0.12,25,0.0392,4667,3333,1057,3610,15443630,5281886,10161744,426105163,6273,1345,90.71,1607141,13250109,4237714,30208038,1092,700921,1096619,11,0,16,470659929,21989406,1924,2812,1406,2143,773,788,381,409,183,121
National,ssp126 (low confidence),5,2060,0.12,50,0.0198,5134,3668,1152,3982,18336000,6207531,12128469,456936193,6934,1489,98.9,1875640,14836708,4617658,33695360,1203,761443,1168451,11,0,17,506636712,25590741,2087,2933,1525,2356,854,958,424,504,244,183
National,ssp126 (low confidence),5,2060,0.12,100,0.01,5599,4063,1242,4357,21672887,7242502,14430385,484716814,7611,1635,107.78,2188229,16449787,5025263,35167908,1276,825449,1240775,13,0,17,537575284,29711829,2184,3046,1669,2618,956,1157,482,507,308,283
National,ssp126 (low confidence),5,2060,0.12,250,0.004,6469,4687,1439,5030,26955468,8750540,18204928,530021265,8680,1867,120.69,2705634,19004397,5598719,38037291,1393,916341,1355861,15,0,17,588418814,36176162,2477,3297,1843,2895,1166,1472,578,576,405,440
National,ssp126 (low confidence),5,2070,0.159,1,0.6321,435,184,97,338,132755,43679,89076,55864672,345,75,9.01,60318,722285,428102,4114705,200,19866,120293,2,0,2,60821956,641041,334,289,101,56,0,0,0,0,0,0
National,ssp126 (low confidence),5,2070,0.159,5,0.1813,3857,2536,894,2963,10180054,3380045,6800009,368805612,5149,1101,74.2,1140244,10069796,3532315,26273447,933,576941,954965,9,0,14,406103820,15429554,1725,2736,1163,1444,591,702,320,248,58,19
National,ssp126 (low confidence),5,2070,0.159,10,0.0952,4243,2874,972,3271,12852338,4367196,8485142,395104291,5766,1233,82.32,1367846,11654778,3976827,28701914,1031,643641,1022861,11,0,15,436483844,18840652,1803,2763,1302,1869,662,738,354,344,122,52
National,ssp126 (low confidence),5,2070,0.159,25,0.0392,4838,3333,1087,3751,16665174,5700782,10964391,439909302,6447,1383,93.47,1704218,13867277,4521783,31201754,1115,726442,1119743,11,0,17,486098076,23617617,1973,2734,1450,2246,818,881,389,434,208,153
National,ssp126 (low confidence),5,2070,0.159,50,0.0198,5276,3668,1178,4098,19749094,6697780,13051314,465236552,7135,1532,101.47,1982469,15336314,4930299,34745723,1231,787308,1191083,11,0,17,516509672,27449170,2084,2905,1583,2482,892,1025,457,513,260,211
National,ssp126 (low confidence),5,2070,0.159,100,0.01,5750,4063,1271,4479,23280308,7789739,15490569,497163213,7843,1684,110.59,2306072,17015459,5361287,36770125,1307,851604,1264841,13,0,17,552213637,31799271,2169,3086,1715,2654,1023,1250,507,530,336,323
National,ssp126 (low confidence),5,2070,0.159,250,0.004,6662,4687,1488,5174,28833965,9376126,19457839,544563365,8955,1927,124.11,2842731,19885586,5959696,39511859,1423,943216,1378493,16,0,17,605339302,38579609,2535,3356,1830,2911,1256,1589,608,626,433,473
National,ssp126 (low confidence),5,2080,0.179,1,0.6321,437,184,98,339,152554,50008,102547,55893022,345,75,9.08,63793,729282,452229,4114705,200,21730,121277,2,0,2,60858286,690307,326,289,111,56,0,0,0,0,0,0
National,ssp126 (low confidence),5,2080,0.179,5,0.1813,3873,2536,895,2978,10604407,3529167,7075241,369618128,5177,1107,74.54,1177445,10165763,3648500,26273943,935,590019,957425,9,0,14,407015260,16020371,1685,2637,1189,1532,606,721,328,262,65,24
National,ssp126 (low confidence),5,2080,0.179,10,0.0952,4260,2874,979,3281,13358034,4549016,8809018,395710865,5785,1237,82.66,1409963,11745604,4107603,28773225,1034,656801,1027781,11,0,15,437257474,19532401,1762,2700,1314,1908,690,747,353,367,141,61
National,ssp126 (low confidence),5,2080,0.179,25,0.0392,4858,3333,1088,3770,17291607,5915601,11376005,441249334,6479,1390,93.76,1753712,13918823,4666343,31202149,1116,739524,1123679,11,0,17,487493985,24451186,1935,2638,1467,2346,833,872,409,470,214,153
National,ssp126 (low confidence),5,2080,0.179,50,0.0198,5295,3668,1181,4114,20473757,6949189,13524568,466849892,7169,1539,101.82,2036985,15399885,5090517,34999561,1234,800566,1194035,11,0,17,518443373,28401826,2027,2838,1594,2523,937,1070,456,499,281,239
National,ssp126 (low confidence),5,2080,0.179,100,0.01,5769,4063,1276,4493,24104627,8070374,16034253,498587956,7904,1697,110.87,2366190,17081841,5532159,36836630,1311,865011,1268285,13,0,17,553774712,32867987,2126,3041,1718,2703,1049,1274,524,538,352,347
National,ssp126 (low confidence),5,2080,0.179,250,0.004,6686,4687,1497,5189,29797297,9696940,20100358,546330752,8981,1933,124.67,2912624,20030709,6143000,39527549,1424,956993,1381937,16,0,17,607270947,39809914,2493,3259,1826,2926,1298,1664,614,645,455,487
National,ssp126 (low confidence),5,2090,0.202,1,0.6321,438,226,98,340,175735,57442,118293,55942001,345,75,9.14,67769,734080,479592,4122448,201,23929,122753,2,0,2,60921282,747025,315,276,123,69,0,0,0,0,0,0
National,ssp126 (low confidence),5,2090,0.202,5,0.1813,3892,2831,904,2988,11100276,3703675,7396601,371937878,5205,1113,74.87,1220288,10200674,3782846,26274688,938,605059,959885,9,0,14,409373124,16708469,1637,2567,1215,1567,625,752,339,296,76,24
National,ssp126 (low confidence),5,2090,0.202,10,0.0952,4286,3216,984,3302,13948072,4760596,9187475,397881194,5802,1241,83.1,1458527,11834240,4258456,28844536,1037,671921,1032209,11,0,15,439592179,20336976,1711,2562,1347,2009,714,780,360,363,154,89
National,ssp126 (low confidence),5,2090,0.202,25,0.0392,4884,3676,1093,3791,18022695,6166757,11855938,443641617,6503,1395,94.17,1810768,14011281,4833399,31523035,1121,754571,1126139,11,0,17,490302073,25421432,1879,2548,1490,2396,870,915,414,485,231,158
National,ssp126 (low confidence),5,2090,0.202,50,0.0198,5312,4044,1186,4126,21318320,7241995,14076326,467705848,7203,1546,102.32,2099913,15519980,5274123,35035874,1238,815822,1197971,11,0,17,519459673,29508178,1973,2745,1619,2572,954,1109,470,533,296,244
National,ssp126 (low confidence),5,2090,0.202,100,0.01,5789,4473,1279,4510,25063952,8397394,16666558,499531336,7918,1700,111.3,2435637,17228072,5729256,37109224,1318,880453,1271237,13,0,17,555139870,34109298,2065,2900,1729,2761,1090,1341,533,563,372,352
National,ssp126 (low confidence),5,2090,0.202,250,0.004,6715,5148,1504,5211,30919635,10070775,20848860,548379097,9009,1939,125.07,2993067,20103075,6352945,39527549,1424,972919,1386857,16,0,17,609396578,41238566,2430,3177,1848,2943,1310,1729,650,660,477,500
National,ssp126 (low confidence),5,2100,0.198,1,0.6321,437,184,98,339,171364,56020,115344,55893022,345,75,9.1,67080,730681,475150,4114705,200,23501,121277,2,0,2,60859685,737095,318,276,119,69,0,0,0,0,0,0
National,ssp126 (low confidence),5,2100,0.198,5,0.1813,3884,2536,900,2984,11007543,3670832,7336711,370901452,5196,1111,74.73,1212723,10182753,3758875,26274191,936,602444,958901,9,0,14,408317298,16581584,1641,2577,1213,1568,621,741,336,286,73,24
National,ssp126 (low confidence),5,2100,0.198,10,0.0952,4275,2874,984,3291,13838445,4721745,9116700,397265465,5794,1239,82.93,1449964,11815660,4231941,28844536,1037,669303,1030241,11,0,15,438955902,20189653,1712,2585,1345,1996,710,769,358,368,150,75
National,ssp126 (low confidence),5,2100,0.198,25,0.0392,4865,3333,1090,3775,17886718,6119679,11767039,442012019,6498,1394,93.98,1800723,13958505,4804040,31304819,1119,751953,1124663,11,0,17,488400007,25243433,1877,2556,1485,2398,860,910,416,476,227,158
National,ssp126 (low confidence),5,2100,0.198,50,0.0198,5304,3668,1181,4123,21162188,7188028,13974160,467253276,7184,1542,102.07,2088732,15428270,5242029,35000342,1237,813161,1196003,11,0,17,518877891,29306109,1978,2741,1615,2580,948,1095,473,524,290,244
National,ssp126 (low confidence),5,2100,0.198,100,0.01,5776,4063,1276,4500,24887729,8336977,16550753,499017069,7913,1699,111.14,2423473,17201786,5695250,37090468,1314,877748,1269269,13,0,17,554578593,33884201,2067,2905,1724,2787,1087,1321,528,548,370,352
National,ssp126 (low confidence),5,2100,0.198,250,0.004,6699,4687,1499,5200,30712463,10001713,20710750,547016316,8995,1936,124.89,2978856,20053100,6317094,39527549,1424,970081,1383413,16,0,17,607980378,40978494,2429,3205,1846,2916,1309,1724,643,650,472,500
National,ssp126 (low confidence),5,2110,0.221,1,0.6321,481,226,103,378,198450,64938,133511,61819176,405,88,9.9,71336,831581,500015,4350653,208,26255,145385,2,0,2,67146796,796055,341,332,140,73,0,0,0,0,0,0
National,ssp126 (low confidence),5,2110,0.221,5,0.1813,4099,2831,944,3155,11578111,3874020,7704091,385305191,5541,1185,79.21,1259766,11233168,3911800,28144038,1000,617523,997769,11,0,15,425680167,17367201,1788,2806,1242,1649,644,752,335,310,90,24
National,ssp126 (low confidence),5,2110,0.221,10,0.0952,4534,3216,1023,3511,14509110,4956954,9552156,419441064,6107,1307,88.14,1504044,13026240,4393865,30327698,1070,684359,1079891,11,0,15,463874893,21091378,1892,2766,1374,2067,742,812,360,355,166,107
National,ssp126 (low confidence),5,2110,0.221,25,0.0392,5150,3676,1158,3992,18719366,6409920,12309446,461562819,6973,1496,99.34,1862852,15135301,4983649,34486513,1196,767082,1177799,11,0,17,512362432,26332948,2083,2896,1513,2485,885,913,426,508,243,171
National,ssp126 (low confidence),5,2110,0.221,50,0.0198,5583,4044,1239,4344,22113152,7515838,14597314,491918900,7635,1639,107.54,2157457,16648018,5433082,36274411,1276,828579,1248850,11,0,17,546090178,30532269,2166,3098,1637,2546,982,1184,484,545,314,263
National,ssp126 (low confidence),5,2110,0.221,100,0.01,6127,4473,1364,4763,25954971,8704758,17250212,524423150,8276,1779,117.0,2499412,18676365,5898550,38747144,1365,893492,1327570,14,0,17,583174229,35246425,2340,3170,1734,2749,1124,1418,546,573,383,366
National,ssp126 (low confidence),5,2110,0.221,250,0.004,7099,5148,1579,5520,31972608,10422096,21550512,582504858,9398,2024,131.23,3066051,21500556,6529057,41320613,1480,986855,1434826,17,0,20,646760853,42554571,2739,3455,1849,2975,1358,1790,654,665,499,513
National,ssp126 (low confidence),5,2120,0.238,1,0.6321,494,226,104,390,218773,71645,147128,62239454,424,92,10.26,74622,860081,518175,4350901,209,28339,152273,2,0,2,67602709,839909,343,347,151,77,0,0,0,0,0,0
National,ssp126 (low confidence),5,2120,0.238,5,0.1813,4191,2831,957,3234,12005647,4026434,7979213,396035181,5662,1211,81.0,1296022,11586441,4028328,28841245,1018,628685,1012529,11,0,15,437475397,17958683,1835,2830,1257,1717,655,749,345,329,99,37
National,ssp126 (low confidence),5,2120,0.238,10,0.0952,4632,3216,1053,3579,15011091,5132643,9878449,427880984,6199,1328,90.11,1545684,13435451,4518018,31117764,1089,695496,1093175,11,0,15,473527374,21770289,1950,2771,1383,2127,762,824,359,355,178,122
National,ssp126 (low confidence),5,2120,0.238,25,0.0392,5236,3676,1173,4063,19342703,6627486,12715217,467670256,7113,1526,101.11,1910240,15506707,5120344,35265878,1216,778290,1196248,11,0,17,519639090,27151578,2112,2962,1533,2474,900,992,437,504,254,181
National,ssp126 (low confidence),5,2120,0.238,50,0.0198,5682,4044,1258,4424,22824317,7760855,15063462,501073869,7782,1671,109.08,2209615,17045800,5579412,37440898,1301,840001,1262626,12,0,17,556823193,31453344,2212,3165,1636,2564,1017,1217,488,568,329,267
National,ssp126 (low confidence),5,2120,0.238,100,0.01,6275,4473,1403,4872,26752198,8979769,17772429,534593320,8410,1808,118.92,2557445,19181131,6051468,39347671,1386,905163,1338886,14,0,17,594461008,36266274,2423,3218,1741,2758,1153,1473,563,572,395,389
National,ssp126 (low confidence),5,2120,0.238,250,0.004,7238,5148,1612,5626,32914742,10736436,22178306,592286172,9560,2059,133.3,3132353,22027966,6687040,41596180,1493,999335,1452538,18,0,22,657362856,43733470,2808,3547,1868,2966,1368,1827,684,688,510,532
National,ssp126 (low confidence),5,2130,0.252,1,0.6321,497,226,104,393,235510,77169,158341,62277878,434,94,10.33,77279,863480,533134,4352134,210,30055,154241,2,0,2,67647733,875977,337,356,160,77,0,0,0,0,0,0
National,ssp126 (low confidence),5,2130,0.252,5,0.1813,4221,2831,967,3254,12357736,4151952,8205784,397874324,5680,1215,81.6,1325590,11696393,4123837,29048942,1023,637878,1020401,11,0,15,439640059,18445041,1824,2754,1283,1776,658,780,345,334,111,37
National,ssp126 (low confidence),5,2130,0.252,10,0.0952,4662,3216,1060,3602,15424488,5277327,10147160,428627238,6237,1336,90.62,1579708,13565610,4619296,31307054,1094,704664,1097111,11,0,15,474597013,22328157,1945,2719,1390,2181,775,840,369,366,183,130
National,ssp126 (low confidence),5,2130,0.252,25,0.0392,5262,3676,1180,4082,19856039,6806659,13049381,468689994,7163,1537,101.81,1949299,15696316,5231758,35391363,1221,787517,1202152,11,0,17,520979825,27824612,2089,2946,1546,2492,905,1022,456,518,266,185
National,ssp126 (low confidence),5,2130,0.252,50,0.0198,5720,4044,1269,4451,23409982,7962634,15447348,505118121,7823,1680,109.82,2252377,17215610,5698259,37573721,1306,849404,1267054,13,0,17,561174506,32210022,2197,3088,1653,2630,1035,1266,498,573,337,267
National,ssp126 (low confidence),5,2130,0.252,100,0.01,6313,4473,1412,4901,27408738,9206248,18202490,537161522,8449,1816,119.73,2605018,19388973,6178063,39780338,1395,914778,1346758,14,0,17,597677591,37106597,2420,3176,1726,2768,1188,1525,572,591,407,389
National,ssp126 (low confidence),5,2130,0.252,250,0.004,7281,5148,1624,5657,33690617,10995304,22695313,593378305,9636,2075,134.02,3186750,22173853,6816569,41608314,1494,1009607,1454998,18,0,22,658615470,44703542,2789,3571,1886,2943,1380,1878,706,698,520,545
National,ssp126 (low confidence),5,2140,0.265,1,0.6321,502,226,104,398,251052,82297,168754,63537870,434,94,10.4,79772,883472,547021,4352134,210,31647,155717,2,0,2,68929193,909492,339,356,163,77,0,0,0,0,0,0
National,ssp126 (low confidence),5,2140,0.265,5,0.1813,4233,2831,969,3264,12684675,4268503,8416172,398860864,5684,1216,81.79,1352997,11758466,4212366,29174303,1027,646410,1023353,11,0,15,440816986,18896447,1791,2685,1307,1829,673,776,339,353,123,41
National,ssp126 (low confidence),5,2140,0.265,10,0.0952,4674,3216,1062,3612,15808356,5411677,10396679,429643890,6258,1341,91.08,1611302,13658467,4713431,31460913,1099,713176,1098587,11,0,15,475861858,22846265,1914,2684,1395,2213,795,836,379,394,191,130
National,ssp126 (low confidence),5,2140,0.265,25,0.0392,5278,3676,1184,4094,20332709,6973033,13359676,469985030,7196,1544,102.08,1985296,15746192,5335015,35427543,1225,796080,1203628,11,0,17,522362392,28449100,2062,2935,1555,2503,923,1041,464,523,274,195
National,ssp126 (low confidence),5,2140,0.265,50,0.0198,5746,4044,1274,4472,23953814,8150000,15803814,507754597,7841,1684,110.27,2292209,17337851,5808395,37609252,1307,858134,1268530,13,0,17,563970230,32912551,2173,3034,1664,2678,1050,1268,519,583,340,277
National,ssp126 (low confidence),5,2140,0.265,100,0.01,6325,4473,1413,4912,28018382,9416550,18601833,537439373,8472,1821,120.17,2649185,19520614,6295030,39941870,1399,923700,1349218,14,0,17,598251075,37886297,2394,3109,1716,2811,1214,1559,586,585,415,409
National,ssp126 (low confidence),5,2140,0.265,250,0.004,7306,5148,1631,5675,34411072,11235682,23175390,593943743,9711,2091,134.48,3237154,22281909,6937378,41781911,1499,1019144,1455982,18,0,22,659463546,45604749,2752,3615,1914,2912,1389,1922,716,713,535,549
National,ssp126 (low confidence),5,2150,0.278,1,0.6321,505,226,105,400,266593,87426,179167,63900328,438,95,10.42,82268,891866,560909,4352134,210,33239,157193,2,0,2,69301521,943009,332,357,173,82,0,0,0,0,0,0
National,ssp126 (low confidence),5,2150,0.278,5,0.1813,4249,2831,977,3272,13011615,4385055,8626559,399785094,5709,1221,81.93,1380371,11795251,4300560,29174551,1028,654941,1024337,11,0,15,441779233,19347487,1765,2629,1319,1875,691,806,346,347,128,51
National,ssp126 (low confidence),5,2150,0.278,10,0.0952,4684,3216,1063,3621,16192224,5546027,10646197,430424141,6276,1345,91.29,1642784,13735493,4807241,31496693,1102,721687,1101047,11,0,15,476757374,23363936,1877,2624,1413,2259,805,837,387,408,202,148
National,ssp126 (low confidence),5,2150,0.278,25,0.0392,5291,3676,1189,4102,20809378,7139407,13669971,471868387,7205,1546,102.33,2021239,15766681,5439060,35698242,1228,804644,1206580,11,0,17,524539890,29074322,2032,2883,1570,2515,930,1041,476,548,283,218
National,ssp126 (low confidence),5,2150,0.278,50,0.0198,5763,4044,1279,4484,24497646,8337367,16160279,508198407,7845,1685,110.59,2331947,17435508,5918442,37610065,1311,866863,1272958,13,0,17,564516938,33614898,2155,2988,1650,2677,1081,1295,521,598,356,286
National,ssp126 (low confidence),5,2150,0.278,100,0.01,6340,4473,1416,4924,28628026,9626851,19001175,537794675,8478,1822,120.39,2693287,19610679,6411943,40049983,1400,932622,1350202,14,0,17,598805539,38665878,2354,2999,1740,2889,1231,1572,591,603,424,414
National,ssp126 (low confidence),5,2150,0.278,250,0.004,7321,5148,1637,5684,35131527,11476059,23655468,594515607,9725,2094,134.7,3287469,22331683,7057734,41781911,1499,1028681,1458934,18,0,22,660088136,46505412,2708,3545,1932,2930,1403,1965,731,736,547,549
National,ssp126 (low confidence),17,2020,0.021,1,0.6321,344,121,81,263,23978,7899,16079,46409514,229,50,7.44,37982,578037,268422,3632964,160,8646,86345,1,0,1,50706860,339029,334,220,10,9,0,0,0,0,0,0
National,ssp126 (low confidence),17,2020,0.021,5,0.1813,3405,2238,796,2609,7579021,2475574,5103447,334037977,4542,969,64.12,902533,7999414,2797773,21159529,798,488075,878010,7,0,13,364074931,11767402,1692,2815,965,1018,465,525,280,184,3,0
National,ssp126 (low confidence),17,2020,0.021,10,0.0952,3772,2558,880,2892,9661160,3223811,6437350,362357799,5044,1078,72.18,1097294,9472082,3162761,23182031,886,553407,940247,8,0,14,395952160,14474623,1745,2760,1102,1364,566,656,315,254,44,11
National,ssp126 (low confidence),17,2020,0.021,25,0.0392,4272,2981,980,3292,12724475,4317697,8406778,395870223,5791,1240,82.73,1384978,11539920,3605023,26327081,1012,635824,1026839,11,0,15,434764063,18350300,1866,2835,1279,1822,654,710,349,361,124,62
National,ssp126 (low confidence),17,2020,0.021,50,0.0198,4704,3322,1068,3636,15164396,5121404,10042992,421858327,6335,1359,90.54,1632858,12960294,3921994,29146277,1089,695631,1094651,11,0,15,465059549,21414879,1979,2941,1404,2096,776,748,365,424,180,127
National,ssp126 (low confidence),17,2020,0.021,100,0.01,5161,3698,1156,4005,18022077,5991571,12030506,453472439,6960,1495,99.1,1918528,14501996,4252945,32609736,1204,758876,1168451,11,0,17,501752622,24952427,2105,2958,1554,2405,842,934,416,442,244,221
National,ssp126 (low confidence),17,2020,0.021,250,0.004,5936,4258,1332,4604,22640458,7310354,15330104,487303430,7896,1698,112.29,2389741,17111072,4749444,35350603,1313,849498,1280627,14,0,17,541045731,30629141,2318,3102,1779,2688,1011,1235,500,522,328,349
National,ssp126 (low confidence),17,2030,0.055,1,0.6321,365,121,84,281,45655,15263,30392,47579939,238,52,7.76,43230,610411,306414,3658270,167,11111,93233,1,0,1,51941854,406410,349,229,16,9,0,0,0,0,0,0
National,ssp126 (low confidence),17,2030,0.055,5,0.1813,3510,2238,820,2690,8159686,2675513,5484173,344544688,4694,1002,66.31,958065,8496925,2966966,21908345,818,509721,900150,7,0,14,375850108,12594438,1695,2806,1004,1114,499,577,303,192,9,6
National,ssp126 (low confidence),17,2030,0.055,10,0.0952,3881,2558,901,2980,10392536,3485058,6907479,370473799,5173,1106,74.41,1160835,9914724,3347963,24398036,926,575537,954023,8,0,14,405740582,15476872,1752,2715,1150,1467,596,699,326,269,57,24
National,ssp126 (low confidence),17,2030,0.055,25,0.0392,4377,2981,1005,3372,13625140,4640210,8984930,404834726,5888,1261,85.1,1459919,12064528,3817614,28242840,1038,658220,1050413,11,0,15,446192508,19560894,1848,2756,1337,1950,700,720,344,372,148,88
National,ssp126 (low confidence),17,2030,0.055,50,0.0198,4830,3322,1088,3742,16217510,5480650,10736860,431789193,6530,1401,92.94,1714546,13450957,4154018,30252914,1117,718260,1115807,11,0,17,476608871,22804334,1986,2901,1448,2208,808,828,389,448,199,145
National,ssp126 (low confidence),17,2030,0.055,100,0.01,5299,3698,1181,4118,19238542,6409167,12829375,459911583,7116,1529,101.55,2009331,15044988,4514036,33589304,1234,781767,1190099,11,0,17,509735974,26543676,2103,2956,1607,2441,893,1004,430,485,266,231
National,ssp126 (low confidence),17,2030,0.055,250,0.004,6101,4258,1363,4738,24082952,7792109,16290843,504893529,8094,1741,114.79,2496574,17645028,5037685,36204255,1334,872347,1301783,15,0,17,560044594,32489558,2353,3069,1799,2777,1070,1342,533,527,346,379
National,ssp126 (low confidence),17,2040,0.082,1,0.6321,369,121,84,285,62870,21111,41759,48043754,238,52,7.85,47383,620260,336689,3695782,170,13065,95201,1,0,1,52454997,460007,334,229,35,9,0,0,0,0,0,0
National,ssp126 (low confidence),17,2040,0.082,5,0.1813,3529,2238,823,2706,8620802,2834287,5786515,345921646,4731,1010,66.73,1001748,8576797,3100207,21944393,821,526904,903347,7,0,14,377346183,13249662,1638,2737,1035,1201,528,576,311,211,17,6
National,ssp126 (low confidence),17,2040,0.082,10,0.0952,3896,2558,902,2994,10973335,3692519,7280816,371856688,5215,1115,74.74,1210922,9968995,3493685,24515867,928,593106,955991,8,0,14,407297542,16271047,1684,2633,1193,1542,616,720,327,296,76,24
National,ssp126 (low confidence),17,2040,0.082,25,0.0392,4404,2981,1011,3393,14340374,4896324,9444050,405917862,5928,1270,85.49,1519022,12133849,3983243,28277798,1041,675997,1052381,11,0,15,447381889,20518636,1775,2655,1373,2040,740,730,354,391,162,112
National,ssp126 (low confidence),17,2040,0.082,50,0.0198,4860,3322,1094,3766,17053806,5765933,11287873,433522412,6564,1408,93.29,1779069,13527317,4337836,30635518,1123,736222,1121219,11,0,17,478806466,23906933,1934,2806,1484,2235,827,887,397,468,218,168
National,ssp126 (low confidence),17,2040,0.082,100,0.01,5320,3698,1186,4134,20204558,6740788,13463770,460729064,7153,1537,102.05,2081108,15142741,4720616,33843142,1237,799938,1193543,11,0,17,510908491,27806220,2047,2831,1626,2495,907,1070,459,516,281,240
National,ssp126 (low confidence),17,2040,0.082,250,0.004,6141,4258,1367,4774,25228463,8174679,17053783,506453936,8135,1750,115.32,2581044,17781264,5265642,36310943,1338,890483,1308179,15,0,17,561854322,33965632,2295,2921,1809,2895,1121,1376,549,539,367,403
National,ssp126 (low confidence),17,2050,0.129,1,0.6321,425,184,95,330,103055,34186,68870,54007605,337,73,8.88,55119,701692,391771,4056219,194,17068,115373,2,0,2,58880889,567013,344,295,81,42,0,0,0,0,0,0
National,ssp126 (low confidence),17,2050,0.129,5,0.1813,3793,2536,885,2908,9543525,3156363,6387162,364537915,5028,1074,72.62,1084177,9790341,3355300,25140501,907,557317,943199,8,0,14,400411956,14540319,1753,2783,1105,1349,577,634,329,248,29,15
National,ssp126 (low confidence),17,2050,0.129,10,0.0952,4182,2874,962,3220,12093793,4094465,7999328,391508590,5680,1215,80.77,1304635,11354852,3779601,28121084,1016,623896,1012529,11,0,15,431997054,17801926,1833,2812,1266,1767,643,737,334,331,106,33
