Region_ID,Region,Scenario,Percentile,Year,SLR,Total_AAL,Building_AAL,Crops_AAL,Road_AAL,Infrastructure_AAL,Average_Annual_Population_Exposed
VUT.5_1,Tafea,ssp370 (medium confidence),17,2030,0.056,70344.73,14102.03,13611.08,12256.14,30375.47,4.7
VUT.5_1,Tafea,ssp370 (medium confidence),17,2040,0.095,73127.95,15130.43,14049.07,12815.97,31132.79,4.7
VUT.5_1,Tafea,ssp370 (medium confidence),17,2050,0.148,77334.96,16844.66,14690.71,13635.98,32163.59,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),17,2060,0.209,82286.33,18913.51,15437.63,14585.06,33350.13,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),17,2070,0.282,88695.77,21786.12,16356.48,15789.33,34763.66,6.14
VUT.5_1,Tafea,ssp370 (medium confidence),17,2080,0.349,94819.96,24691.99,17198.81,16929.49,35999.39,6.25
VUT.5_1,Tafea,ssp370 (medium confidence),17,2090,0.431,102661.63,28569.8,18223.08,18371.34,37497.71,6.55
VUT.5_1,Tafea,ssp370 (medium confidence),17,2100,0.505,110182.95,32410.67,19143.56,19716.01,38912.71,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),17,2110,0.523,112216.81,33494.95,19390.38,20049.71,39281.32,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),17,2120,0.6,120911.13,38133.48,20447.29,21474.78,40855.58,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),17,2130,0.675,130347.26,43449.77,21671.48,22889.72,42336.88,7.31
VUT.5_1,Tafea,ssp370 (medium confidence),17,2140,0.749,140432.19,49365.09,22923.42,24359.59,43784.31,9.33
VUT.5_1,Tafea,ssp370 (medium confidence),17,2150,0.819,150349.01,55285.01,24129.38,25787.5,45147.38,9.33
VUT.5_1,Tafea,ssp370 (medium confidence),50,2020,0.048,69773.7,13890.82,13521.24,12139.15,30222.45,4.7
VUT.5_1,Tafea,ssp370 (medium confidence),50,2030,0.093,72985.6,15077.57,14026.48,12787.04,31094.13,4.7
VUT.5_1,Tafea,ssp370 (medium confidence),50,2040,0.144,77013.71,16712.72,14641.91,13573.24,32085.77,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),50,2050,0.216,82904.46,19188.94,15525.61,14704.12,33485.79,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),50,2060,0.286,89046.45,21943.7,16406.93,15854.75,34841.3,6.14
VUT.5_1,Tafea,ssp370 (medium confidence),50,2070,0.377,97418.71,25947.58,17551.07,17413.65,36506.19,6.25
VUT.5_1,Tafea,ssp370 (medium confidence),50,2080,0.474,107009.17,30775.67,18754.11,19154.72,38324.97,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),50,2090,0.581,118767.53,36989.04,20186.7,21123.59,40468.35,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),50,2100,0.71,134886.12,46067.24,22249.52,23544.82,43024.84,7.31
VUT.5_1,Tafea,ssp370 (medium confidence),50,2110,0.799,147516.24,53593.32,23784.81,25379.96,44757.85,9.33
VUT.5_1,Tafea,ssp370 (medium confidence),50,2120,0.918,164648.47,63955.24,25812.55,27833.26,47047.71,9.56
VUT.5_1,Tafea,ssp370 (medium confidence),50,2130,1.036,183809.47,76444.06,27767.52,30486.95,49111.26,9.87
VUT.5_1,Tafea,ssp370 (medium confidence),50,2140,1.152,205216.94,91029.02,29930.25,33230.69,51027.0,10.37
VUT.5_1,Tafea,ssp370 (medium confidence),50,2150,1.262,228222.53,107122.74,32187.8,36001.3,52910.95,11.04
VUT.5_1,Tafea,ssp370 (medium confidence),83,2020,0.08,72050.69,14734.73,13880.48,12600.62,30834.57,4.7
VUT.5_1,Tafea,ssp370 (medium confidence),83,2030,0.137,76451.18,16482.05,14556.39,13463.37,31949.42,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),83,2040,0.207,82113.17,18834.76,15412.67,14554.49,33311.56,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),83,2050,0.303,90548.63,22629.12,16620.18,16133.01,35166.63,6.14
VUT.5_1,Tafea,ssp370 (medium confidence),83,2060,0.393,98903.79,26665.26,17752.17,17690.03,36795.81,6.25
VUT.5_1,Tafea,ssp370 (medium confidence),83,2070,0.517,111540.31,33133.54,19308.16,19938.3,39160.32,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),83,2080,0.655,127830.17,42031.86,21344.92,22511.62,41941.73,7.31
VUT.5_1,Tafea,ssp370 (medium confidence),83,2090,0.806,148507.57,54185.32,23905.49,25522.52,44894.13,9.33
VUT.5_1,Tafea,ssp370 (medium confidence),83,2100,0.998,177236.63,72046.61,27093.8,29609.44,48486.75,9.64
VUT.5_1,Tafea,ssp370 (medium confidence),83,2110,1.155,205809.8,91440.24,29988.91,33303.29,51077.32,10.37
VUT.5_1,Tafea,ssp370 (medium confidence),83,2120,1.329,243186.68,117805.47,33575.92,37751.53,54053.75,11.6
VUT.5_1,Tafea,ssp370 (medium confidence),83,2130,1.504,285371.69,148881.5,36947.58,42491.19,57051.63,11.98
VUT.5_1,Tafea,ssp370 (medium confidence),83,2140,1.675,333358.54,185529.34,40304.02,47525.14,59999.41,17.46
VUT.5_1,Tafea,ssp370 (medium confidence),83,2150,1.844,389092.04,229406.85,43803.78,53026.07,62855.57,26.95
VUT.5_1,Tafea,ssp370 (medium confidence),95,2020,0.105,73878.97,15427.09,14165.76,12960.2,31326.2,4.7
VUT.5_1,Tafea,ssp370 (medium confidence),95,2030,0.172,79260.31,17636.31,14983.44,14009.95,32630.68,6.11
VUT.5_1,Tafea,ssp370 (medium confidence),95,2040,0.259,86675.78,20881.14,16067.32,15409.09,34318.54,6.14
VUT.5_1,Tafea,ssp370 (medium confidence),95,2050,0.376,97325.87,25903.04,17538.69,17396.5,36488.22,6.25
VUT.5_1,Tafea,ssp370 (medium confidence),95,2060,0.488,108420.24,31493.78,18927.22,19409.37,38590.14,6.63
VUT.5_1,Tafea,ssp370 (medium confidence),95,2070,0.642,126194.0,41110.61,21132.53,22266.02,41684.99,7.31
VUT.5_1,Tafea,ssp370 (medium confidence),95,2080,0.815,149782.46,54946.43,24060.35,25706.07,45069.3,9.33
VUT.5_1,Tafea,ssp370 (medium confidence),95,2090,1.007,178759.24,73065.01,27250.07,29807.72,48636.88,9.64
VUT.5_1,Tafea,ssp370 (medium confidence),95,2100,1.251,225824.53,105434.33,31954.65,35716.42,52719.06,10.85
VUT.5_1,Tafea,ssp370 (medium confidence),95,2110,1.44,269454.41,137034.62,35750.29,40740.0,55929.53,11.94
VUT.5_1,Tafea,ssp370 (medium confidence),95,2120,1.655,327485.25,180994.81,39895.35,46917.05,59678.07,17.37
VUT.5_1,Tafea,ssp370 (medium confidence),95,2130,1.875,399979.21,238056.67,44442.73,54087.08,63392.98,30.17
VUT.5_1,Tafea,ssp585 (low confidence),5,2030,0.046,69631.62,13838.18,13498.89,12110.49,30184.32,4.7
VUT.5_1,Tafea,ssp585 (low confidence),5,2040,0.075,71695.18,14602.68,13824.34,12529.14,30738.75,4.7
VUT.5_1,Tafea,ssp585 (low confidence),5,2050,0.122,75247.05,15987.72,14373.48,13228.71,31657.37,4.7
VUT.5_1,Tafea,ssp585 (low confidence),5,2060,0.181,79982.85,17933.12,15093.15,14150.44,32805.97,6.11
VUT.5_1,Tafea,ssp585 (low confidence),5,2070,0.243,85273.57,20251.46,15865.76,15147.98,34008.54,6.14
VUT.5_1,Tafea,ssp585 (low confidence),5,2080,0.312,91377.59,23032.76,16733.03,16282.41,35329.4,6.25
VUT.5_1,Tafea,ssp585 (low confidence),5,2090,0.414,100951.8,27697.66,18012.53,18058.81,37182.49,6.25
VUT.5_1,Tafea,ssp585 (low confidence),5,2100,0.484,108017.03,31288.48,18877.72,19336.66,38514.16,6.63
VUT.5_1,Tafea,ssp585 (low confidence),5,2110,0.478,107412.35,30980.76,18803.62,19227.29,38400.67,6.63
VUT.5_1,Tafea,ssp585 (low confidence),5,2120,0.554,115720.57,35362.46,19816.25,20624.4,39918.03,6.63
VUT.5_1,Tafea,ssp585 (low confidence),5,2130,0.624,123927.52,39834.43,20838.93,21924.52,41329.53,7.31
VUT.5_1,Tafea,ssp585 (low confidence),5,2140,0.691,132360.5,44583.52,21932.37,23191.66,42652.68,7.31
VUT.5_1,Tafea,ssp585 (low confidence),5,2150,0.75,140574.15,49449.74,22940.62,24380.22,43803.9,9.33
VUT.5_1,Tafea,ssp585 (low confidence),17,2020,0.02,67779.6,13152.62,13206.55,11736.57,29683.86,4.66
VUT.5_1,Tafea,ssp585 (low confidence),17,2030,0.068,71198.0,14418.51,13745.68,12428.82,30604.98,4.7
VUT.5_1,Tafea,ssp585 (low confidence),17,2040,0.108,74116.82,15526.06,14202.01,13004.11,31384.86,4.7
VUT.5_1,Tafea,ssp585 (low confidence),17,2050,0.163,78538.56,17339.51,14873.71,13869.76,32455.59,6.11
VUT.5_1,Tafea,ssp585 (low confidence),17,2060,0.229,84046.25,19700.43,15689.75,14918.78,33737.6,6.14
VUT.5_1,Tafea,ssp585 (low confidence),17,2070,0.307,90915.54,22808.5,16670.28,16198.03,35239.06,6.14
VUT.5_1,Tafea,ssp585 (low confidence),17,2080,0.389,98532.31,26485.81,17702.04,17620.83,36723.67,6.25
VUT.5_1,Tafea,ssp585 (low confidence),17,2090,0.499,109528.47,32058.01,19063.06,19608.96,38798.44,6.63
VUT.5_1,Tafea,ssp585 (low confidence),17,2100,0.604,121409.96,38417.05,20512.37,21546.16,40934.4,6.7
VUT.5_1,Tafea,ssp585 (low confidence),17,2110,0.621,123548.35,39621.92,20789.62,21866.58,41270.34,7.31
VUT.5_1,Tafea,ssp585 (low confidence),17,2120,0.713,135316.18,46320.89,22301.48,23610.56,43083.33,9.19
VUT.5_1,Tafea,ssp585 (low confidence),17,2130,0.8,147657.86,53678.28,23802.28,25400.45,44777.52,9.33
VUT.5_1,Tafea,ssp585 (low confidence),17,2140,0.879,158847.83,60358.66,25162.96,27010.79,46315.33,9.33
VUT.5_1,Tafea,ssp585 (low confidence),17,2150,0.954,170315.48,67596.37,26389.26,28634.41,47695.2,9.64
VUT.5_1,Tafea,ssp585 (low confidence),50,2020,0.054,70200.73,14049.17,13588.53,12225.54,30337.27,4.7
VUT.5_1,Tafea,ssp585 (low confidence),50,2030,0.105,73878.97,15427.09,14165.76,12960.2,31326.2,4.7
VUT.5_1,Tafea,ssp585 (low confidence),50,2040,0.167,78859.26,17471.23,14922.49,13932.21,32533.39,6.11
VUT.5_1,Tafea,ssp585 (low confidence),50,2050,0.246,85536.38,20369.4,15903.48,15196.78,34066.72,6.14
VUT.5_1,Tafea,ssp585 (low confidence),50,2060,0.335,93520.17,24064.16,17022.79,16687.51,35745.65,6.25
VUT.5_1,Tafea,ssp585 (low confidence),50,2070,0.451,104690.28,29595.81,18470.05,18736.46,37888.11,6.63
VUT.5_1,Tafea,ssp585 (low confidence),50,2080,0.585,119218.78,37229.66,20241.29,21197.52,40549.71,6.63
VUT.5_1,Tafea,ssp585 (low confidence),50,2090,0.755,141282.3,49872.74,23026.76,24482.0,43901.32,9.33
VUT.5_1,Tafea,ssp585 (low confidence),50,2100,0.958,170944.88,68001.03,26453.26,28723.15,47767.21,9.64
VUT.5_1,Tafea,ssp585 (low confidence),50,2110,1.146,204030.48,90206.6,29811.98,33084.73,50926.61,10.37
VUT.5_1,Tafea,ssp585 (low confidence),50,2120,1.368,252184.07,124329.31,34360.08,38795.01,54699.68,11.71
VUT.5_1,Tafea,ssp585 (low confidence),50,2130,1.614,315426.31,171698.39,39056.64,45656.54,59014.7,16.35
VUT.5_1,Tafea,ssp585 (low confidence),50,2140,1.883,402788.53,240288.78,44607.35,54360.77,63531.6,30.17
VUT.5_1,Tafea,ssp585 (low confidence),83,2020,0.094,73056.66,15103.84,14037.61,12801.39,31113.58,4.7
VUT.5_1,Tafea,ssp585 (low confidence),83,2030,0.17,79100.09,17570.22,14958.79,13978.83,32591.74,6.11
VUT.5_1,Tafea,ssp585 (low confidence),83,2040,0.287,89133.97,21982.78,16419.59,15871.41,34860.64,6.14
VUT.5_1,Tafea,ssp585 (low confidence),83,2050,0.433,102862.84,28672.3,18247.74,18408.16,37534.88,6.59
VUT.5_1,Tafea,ssp585 (low confidence),83,2060,0.616,122916.73,39267.54,20707.84,21769.56,41171.56,7.31
VUT.5_1,Tafea,ssp585 (low confidence),83,2070,0.853,155165.09,58160.19,24715.12,26480.88,45809.17,9.33
VUT.5_1,Tafea,ssp585 (low confidence),83,2080,1.123,199479.96,87054.4,29359.93,32523.42,50542.09,9.99
VUT.5_1,Tafea,ssp585 (low confidence),83,2090,1.437,268712.25,136483.07,35694.37,40657.72,55877.16,11.94
VUT.5_1,Tafea,ssp585 (low confidence),83,2100,1.783,368047.14,212721.26,42542.88,50977.08,61805.92,21.76
VUT.5_1,Tafea,ssp585 (low confidence),95,2020,0.116,74763.5,15789.71,14300.1,13133.31,31540.45,4.7
VUT.5_1,Tafea,ssp585 (low confidence),95,2030,0.22,83255.46,19346.49,15576.37,14769.42,33563.46,6.14
VUT.5_1,Tafea,ssp585 (low confidence),95,2040,0.391,98718.07,26575.68,17727.05,17655.49,36759.65,6.25
VUT.5_1,Tafea,ssp585 (low confidence),95,2050,0.598,120685.47,38013.18,20419.72,21437.47,40814.75,6.63
VUT.5_1,Tafea,ssp585 (low confidence),95,2060,0.841,153465.6,57145.39,24508.5,26236.19,45575.57,9.33
VUT.5_1,Tafea,ssp585 (low confidence),95,2070,1.161,206996.04,92262.66,30107.17,33448.97,51177.71,10.37
VUT.5_1,Tafea,ssp585 (low confidence),95,2080,1.557,299708.45,159725.81,37954.7,44013.78,58014.41,16.09
VUT.5_1,Tafea,ssp585 (medium confidence),5,2030,0.046,69631.62,13838.18,13498.89,12110.49,30184.32,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),5,2040,0.077,71837.58,14655.55,13846.9,12557.62,30777.19,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),5,2050,0.124,75407.53,16053.54,14397.86,13260.08,31696.31,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),5,2060,0.184,80223.44,18031.85,15129.64,14197.38,32864.54,6.11
VUT.5_1,Tafea,ssp585 (medium confidence),5,2070,0.243,85273.57,20251.46,15865.76,15147.98,34008.54,6.14
VUT.5_1,Tafea,ssp585 (medium confidence),5,2080,0.312,91377.59,23032.76,16733.03,16282.41,35329.4,6.25
VUT.5_1,Tafea,ssp585 (medium confidence),5,2090,0.414,100951.8,27697.66,18012.53,18058.81,37182.49,6.25
VUT.5_1,Tafea,ssp585 (medium confidence),5,2100,0.484,108017.03,31288.48,18877.72,19336.66,38514.16,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),5,2110,0.478,107412.35,30980.76,18803.62,19227.29,38400.67,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),5,2120,0.554,115720.57,35362.46,19816.25,20624.4,39918.03,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),5,2130,0.624,123927.52,39834.43,20838.93,21924.52,41329.53,7.31
VUT.5_1,Tafea,ssp585 (medium confidence),5,2140,0.691,132360.5,44583.52,21932.37,23191.66,42652.68,7.31
VUT.5_1,Tafea,ssp585 (medium confidence),5,2150,0.75,140574.15,49449.74,22940.62,24380.22,43803.9,9.33
VUT.5_1,Tafea,ssp585 (medium confidence),17,2020,0.02,67779.6,13152.62,13206.55,11736.57,29683.86,4.66
VUT.5_1,Tafea,ssp585 (medium confidence),17,2030,0.068,71198.0,14418.51,13745.68,12428.82,30604.98,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),17,2040,0.11,74278.16,15591.96,14226.61,13036.18,31423.72,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),17,2050,0.167,78859.26,17471.23,14922.49,13932.21,32533.39,6.11
VUT.5_1,Tafea,ssp585 (medium confidence),17,2060,0.234,84484.31,19897.29,15752.4,15000.24,33834.35,6.14
VUT.5_1,Tafea,ssp585 (medium confidence),17,2070,0.307,90915.54,22808.5,16670.28,16198.03,35239.06,6.14
VUT.5_1,Tafea,ssp585 (medium confidence),17,2080,0.389,98532.31,26485.81,17702.04,17620.83,36723.67,6.25
VUT.5_1,Tafea,ssp585 (medium confidence),17,2090,0.499,109528.47,32058.01,19063.06,19608.96,38798.44,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),17,2100,0.604,121409.96,38417.05,20512.37,21546.16,40934.4,6.7
VUT.5_1,Tafea,ssp585 (medium confidence),17,2110,0.621,123548.35,39621.92,20789.62,21866.58,41270.34,7.31
VUT.5_1,Tafea,ssp585 (medium confidence),17,2120,0.713,135316.18,46320.89,22301.48,23610.56,43083.33,9.19
VUT.5_1,Tafea,ssp585 (medium confidence),17,2130,0.8,147657.86,53678.28,23802.28,25400.45,44777.52,9.33
VUT.5_1,Tafea,ssp585 (medium confidence),17,2140,0.879,158847.83,60358.66,25162.96,27010.79,46315.33,9.33
VUT.5_1,Tafea,ssp585 (medium confidence),17,2150,0.954,170315.48,67596.37,26389.26,28634.41,47695.2,9.64
VUT.5_1,Tafea,ssp585 (medium confidence),50,2020,0.05,69916.56,13943.74,13543.83,12168.41,30260.95,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),50,2030,0.102,73641.7,15328.31,14129.25,12916.26,31267.86,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),50,2040,0.162,78458.2,17306.36,14861.56,13854.15,32436.16,6.11
VUT.5_1,Tafea,ssp585 (medium confidence),50,2050,0.237,84747.01,20015.23,15790.36,15048.96,33892.54,6.14
VUT.5_1,Tafea,ssp585 (medium confidence),50,2060,0.316,91751.98,23212.13,16783.2,16354.8,35401.85,6.25
VUT.5_1,Tafea,ssp585 (medium confidence),50,2070,0.418,101353.13,27902.76,18061.81,18131.62,37256.65,6.55
VUT.5_1,Tafea,ssp585 (medium confidence),50,2080,0.528,112779.98,33796.17,19459.1,20142.56,39382.15,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),50,2090,0.664,128963.11,42669.84,21491.81,22681.84,42119.58,7.31
VUT.5_1,Tafea,ssp585 (medium confidence),50,2100,0.823,150915.47,55623.04,24198.06,25869.2,45224.93,9.33
VUT.5_1,Tafea,ssp585 (medium confidence),50,2110,0.928,166222.84,64966.85,25972.91,28055.78,47227.81,9.56
VUT.5_1,Tafea,ssp585 (medium confidence),50,2120,1.061,188157.18,79357.38,28213.36,31066.74,49520.04,9.87
VUT.5_1,Tafea,ssp585 (medium confidence),50,2130,1.19,212729.31,96237.36,30676.86,34153.12,51662.2,10.37
VUT.5_1,Tafea,ssp585 (medium confidence),50,2140,1.31,238798.77,114626.99,33193.44,37240.67,53737.61,11.04
VUT.5_1,Tafea,ssp585 (medium confidence),50,2150,1.425,265740.6,134277.47,35469.82,40326.14,55666.87,11.94
VUT.5_1,Tafea,ssp585 (medium confidence),83,2020,0.083,72263.76,14813.96,13914.28,12643.64,30891.93,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),83,2030,0.143,76933.59,16680.07,14629.48,13557.61,32066.36,6.11
VUT.5_1,Tafea,ssp585 (medium confidence),83,2040,0.227,83869.99,19621.9,15664.23,14885.03,33698.78,6.14
VUT.5_1,Tafea,ssp585 (medium confidence),83,2050,0.328,92869.78,23750.17,16934.62,16565.67,35619.14,6.25
VUT.5_1,Tafea,ssp585 (medium confidence),83,2060,0.433,102862.84,28672.3,18247.74,18408.16,37534.88,6.59
VUT.5_1,Tafea,ssp585 (medium confidence),83,2070,0.578,118428.82,36808.11,20145.49,21068.22,40406.94,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),83,2080,0.733,138162.86,48012.01,22647.35,24030.64,43472.6,9.19
VUT.5_1,Tafea,ssp585 (medium confidence),83,2090,0.918,164648.47,63955.24,25812.55,27833.26,47047.71,9.56
VUT.5_1,Tafea,ssp585 (medium confidence),83,2100,1.144,203634.98,89932.57,29772.89,33036.23,50893.14,10.37
VUT.5_1,Tafea,ssp585 (medium confidence),83,2110,1.343,246417.76,120147.32,33857.46,38127.45,54285.45,11.67
VUT.5_1,Tafea,ssp585 (medium confidence),83,2120,1.539,294841.81,156042.69,37612.55,43498.7,57687.8,15.73
VUT.5_1,Tafea,ssp585 (medium confidence),83,2130,1.733,351569.53,199755.61,41502.13,49353.07,60959.01,20.42
VUT.5_1,Tafea,ssp585 (medium confidence),83,2140,1.919,415820.96,250659.15,45349.56,55625.25,64186.9,30.34
VUT.5_1,Tafea,ssp585 (medium confidence),95,2020,0.107,74037.59,15492.89,14189.86,12989.22,31365.41,4.7
VUT.5_1,Tafea,ssp585 (medium confidence),95,2030,0.177,79661.91,17801.18,15044.38,14088.2,32728.17,6.11
VUT.5_1,Tafea,ssp585 (medium confidence),95,2040,0.28,88520.47,21707.36,16331.52,15756.53,34724.78,6.14
VUT.5_1,Tafea,ssp585 (medium confidence),95,2050,0.405,100040.88,27235.75,17901.39,17896.99,37006.71,6.25
VUT.5_1,Tafea,ssp585 (medium confidence),95,2060,0.535,113573.7,34217.74,19555.16,20271.98,39528.53,6.63
VUT.5_1,Tafea,ssp585 (medium confidence),95,2070,0.715,135602.32,46489.9,22336.38,23653.8,43122.16,9.19
VUT.5_1,Tafea,ssp585 (medium confidence),95,2080,0.91,163377.83,63146.09,25683.51,27644.08,46903.89,9.33
VUT.5_1,Tafea,ssp585 (medium confidence),95,2090,1.142,203239.58,89658.41,29733.69,32987.83,50859.67,10.37
VUT.5_1,Tafea,ssp585 (medium confidence),95,2100,1.421,264751.77,133542.34,35395.22,40217.15,55596.87,11.84
VUT.5_1,Tafea,ssp585 (medium confidence),95,2110,1.675,333358.54,185529.34,40304.02,47525.14,59999.41,17.46
VUT.5_1,Tafea,ssp585 (medium confidence),95,2120,1.922,416939.27,251547.67,45411.27,55736.64,64243.85,33.02
VUT.6_1,Torba,ssp119 (medium confidence),5,2020,0.012,26966.25,24772.65,821.87,945.88,425.58,16.72
VUT.6_1,Torba,ssp119 (medium confidence),5,2030,0.029,27888.77,25634.09,847.66,962.88,444.4,16.91
VUT.6_1,Torba,ssp119 (medium confidence),5,2040,0.05,29027.85,26698.16,879.31,983.16,467.73,16.91
VUT.6_1,Torba,ssp119 (medium confidence),5,2050,0.092,31305.53,28825.73,942.46,1023.6,513.96,16.91
VUT.6_1,Torba,ssp119 (medium confidence),5,2060,0.102,31866.76,29351.64,957.46,1033.03,524.87,16.91
VUT.6_1,Torba,ssp119 (medium confidence),5,2070,0.126,33394.73,30798.05,990.45,1057.24,549.02,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2080,0.14,34285.96,31641.65,1009.65,1071.4,563.07,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2090,0.162,35686.77,32967.49,1040.27,1094.05,584.88,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2100,0.145,34604.53,31943.08,1016.66,1076.42,568.12,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2110,0.17,36195.99,33449.65,1051.24,1102.03,592.98,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2120,0.179,36768.97,33992.16,1063.61,1111.15,602.01,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2130,0.184,37087.29,34293.51,1070.69,1116.29,607.06,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2140,0.188,37341.98,34534.48,1076.13,1120.16,611.05,17.27
VUT.6_1,Torba,ssp119 (medium confidence),5,2150,0.194,37723.99,34896.22,1084.41,1126.25,617.13,17.27
VUT.6_1,Torba,ssp119 (medium confidence),17,2020,0.026,27726.08,25482.16,842.94,960.11,441.08,16.91
VUT.6_1,Torba,ssp119 (medium confidence),17,2030,0.052,29135.99,26799.02,882.41,984.88,469.64,16.91
VUT.6_1,Torba,ssp119 (medium confidence),17,2040,0.078,30546.56,28116.42,921.33,1010.25,498.44,16.91
VUT.6_1,Torba,ssp119 (medium confidence),17,2050,0.123,33203.78,30617.31,986.24,1054.25,545.98,17.27
VUT.6_1,Torba,ssp119 (medium confidence),17,2060,0.141,34349.52,31702.15,1011.15,1072.4,564.07,17.27
VUT.6_1,Torba,ssp119 (medium confidence),17,2070,0.174,36450.48,33690.77,1056.87,1106.13,596.96,17.27
VUT.6_1,Torba,ssp119 (medium confidence),17,2080,0.198,37978.75,35137.18,1089.86,1130.35,621.11,17.27
VUT.6_1,Torba,ssp119 (medium confidence),17,2090,0.229,40566.25,37627.88,1137.93,1159.96,640.74,18.73
VUT.6_1,Torba,ssp119 (medium confidence),17,2100,0.243,41754.12,38771.93,1159.88,1173.47,649.14,18.73
VUT.6_1,Torba,ssp119 (medium confidence),17,2110,0.266,43705.68,40651.49,1195.69,1195.32,662.95,18.73
VUT.6_1,Torba,ssp119 (medium confidence),17,2120,0.285,45317.47,42204.58,1225.46,1213.72,674.19,18.73
VUT.6_1,Torba,ssp119 (medium confidence),17,2130,0.302,46787.64,43621.8,1251.61,1230.0,684.58,18.73
VUT.6_1,Torba,ssp119 (medium confidence),17,2140,0.316,48170.7,44962.42,1272.34,1244.09,691.9,18.88
VUT.6_1,Torba,ssp119 (medium confidence),17,2150,0.33,49554.16,46302.99,1293.08,1258.67,699.22,19.16
VUT.6_1,Torba,ssp119 (medium confidence),50,2020,0.046,28810.8,26495.37,873.13,979.28,463.26,16.91
VUT.6_1,Torba,ssp119 (medium confidence),50,2030,0.084,30872.03,28420.33,930.64,1015.93,505.08,16.91
VUT.6_1,Torba,ssp119 (medium confidence),50,2040,0.124,33267.23,30677.47,987.54,1055.29,546.99,17.27
VUT.6_1,Torba,ssp119 (medium confidence),50,2050,0.174,36450.48,33690.77,1056.87,1106.13,596.96,17.27
VUT.6_1,Torba,ssp119 (medium confidence),50,2060,0.208,38784.37,35911.52,1105.13,1139.96,628.02,17.27
VUT.6_1,Torba,ssp119 (medium confidence),50,2070,0.257,42942.16,39916.2,1181.5,1186.8,657.36,18.73
VUT.6_1,Torba,ssp119 (medium confidence),50,2080,0.3,46590.27,43430.37,1248.65,1227.89,683.36,18.73
VUT.6_1,Torba,ssp119 (medium confidence),50,2090,0.349,51431.25,48122.4,1321.25,1278.69,709.39,19.16
VUT.6_1,Torba,ssp119 (medium confidence),50,2100,0.404,56905.49,53428.2,1403.07,1335.56,738.64,19.16
VUT.6_1,Torba,ssp119 (medium confidence),50,2110,0.456,62572.27,58918.69,1491.14,1396.49,766.22,20.24
VUT.6_1,Torba,ssp119 (medium confidence),50,2120,0.496,66931.4,63142.15,1558.67,1443.2,787.65,20.24
VUT.6_1,Torba,ssp119 (medium confidence),50,2130,0.535,71710.35,67786.78,1625.59,1490.11,808.4,20.27
VUT.6_1,Torba,ssp119 (medium confidence),50,2140,0.572,76301.88,72250.34,1688.68,1534.89,827.92,20.27
VUT.6_1,Torba,ssp119 (medium confidence),50,2150,0.608,80888.6,76713.64,1749.8,1577.91,846.73,20.3
VUT.6_1,Torba,ssp119 (medium confidence),83,2020,0.07,30112.8,27711.09,909.23,1002.61,489.63,16.91
VUT.6_1,Torba,ssp119 (medium confidence),83,2030,0.125,33331.25,30737.63,989.15,1056.33,547.97,17.27
VUT.6_1,Torba,ssp119 (medium confidence),83,2040,0.183,37023.73,34233.09,1069.12,1115.24,606.01,17.27
VUT.6_1,Torba,ssp119 (medium confidence),83,2050,0.249,42263.35,39262.43,1169.15,1179.14,652.66,18.73
VUT.6_1,Torba,ssp119 (medium confidence),83,2060,0.305,47083.91,43909.29,1256.09,1232.62,686.18,18.73
VUT.6_1,Torba,ssp119 (medium confidence),83,2070,0.38,54493.97,51090.87,1366.66,1310.77,726.03,19.16
VUT.6_1,Torba,ssp119 (medium confidence),83,2080,0.449,61809.39,58179.7,1479.33,1388.19,762.56,20.24
